Temperature (K)	Bridge 1 Resistance (Ohms)
194.735450744629	5.0967267036438
193.792297363281	5.07965065002441
192.792304992676	5.06554077148438
191.845848083496	5.04170925140381
190.762199401855	5.03417779922485
189.852195739746	5.02689222335815
188.80330657959	5.01037218093872
187.823799133301	4.99530313491821
186.729698181152	4.98135061264038
185.656402587891	4.97040548324585
184.614501953125	4.95931823730469
183.655204772949	4.94451042175293
182.778198242188	4.92926570892334
181.791496276855	4.91611623764038
180.779647827148	4.90249513626099
179.769104003906	4.89252754211426
178.74365234375	4.8985178565979
177.788200378418	4.90328479766846
176.738296508789	4.91373050689697
175.777252197266	4.92451677322388
174.794555664063	4.94550779342651
173.807647705078	4.96595472335815
172.75959777832	4.98183786392212
171.806602478027	4.97598033905029
170.839599609375	4.99017881393433
169.799453735352	5.01527194976807
168.772804260254	5.03339881896973
167.673248291016	5.05820327758789
166.696151733398	5.07771547317505
165.675804138184	5.09560098648071
164.80069732666	5.12193901062012
163.823852539063	5.18741344451904
162.760902404785	5.26410276412964
161.709899902344	5.33332624435425
160.742698669434	5.42240104675293
159.700302124023	5.53330402374268
158.790199279785	5.63054414749146
157.754005432129	5.74491519927979
156.7939453125	5.85084812164307
155.734397888184	5.97709609985352
154.761154174805	6.09295806884766
153.828254699707	6.21664041519165
152.745903015137	6.35251081466675
151.821754455566	6.44863803863525
150.882102966309	6.58914854049683
149.775802612305	6.77424819946289
148.681198120117	6.89696176528931
147.59504699707	6.98361715316772
146.628547668457	7.06080043792725
145.688346862793	7.14499217987061
144.816703796387	7.25799629211426
143.780601501465	7.44046884536743
142.796249389648	7.57879215240478
141.794746398926	7.71154279708862
140.748054504395	7.87991250991821
139.800193786621	8.03090293884277
138.842399597168	8.18578132629395
137.772102355957	8.36716339111328
136.69189453125	8.5509931564331
135.750350952148	8.71173599243164
134.795448303223	8.88347667694092
133.727653503418	9.08616546630859
132.752601623535	9.27393653869629
131.797744750977	9.48069225311279
130.77449798584	9.66959342956543
129.760795593262	9.88247749328613
128.837249755859	10.1219830703735
127.783302307129	10.3763053512573
126.757049560547	10.5553437805176
125.669948577881	10.7056019592285
124.712047576904	10.8781125259399
123.80940246582	11.1975342941284
122.70890045166	11.486506767273
121.77225112915	11.7123634719849
120.737850189209	12.0116854858398
119.764999389648	12.2555879592896
118.812602996826	12.5367479705811
117.748050689697	12.8712054443359
116.796398162842	13.1744923019409
115.750652313232	13.5307437896729
114.762901306152	13.8830547714233
113.796199798584	14.2327201843262
112.757701873779	14.6182593154907
111.827648162842	14.9831188201904
110.811550140381	15.4457883071899
109.787799835205	15.876100692749
108.844799041748	16.3720973205566
107.792598724365	16.9412368774414
106.679149627686	17.395757598877
105.721298217773	17.7489012145996
104.750900268555	18.2107275390625
103.843147277832	18.8471875
102.775901794434	19.5138866424561
101.78450012207	20.1589886474609
100.757652282715	20.8725321960449
99.8027496337891	21.5783668518066
